;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
4070;;Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering;;;;;;
4080;30010;Arkitekt, København K, Studiestart: sommerstart; 142 ; -   ; 1.548 ; 915 ;10,7;
4090;32010;Designer, København K, Studiestart: sommerstart; 79 ; -   ; 754 ; 416 ;100 % kvote 2;
4100;32020;Bachelor of Crafts in Glass and Ceramics, Nexø, Study start: Summer start; 17 ; 1 ; 97 ; 64 ;100 % kvote 2;
4110;;Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering i alt; 238 ; 1 ; 2.399 ; 1.395 ;;
4120;;Arkitektskolen Aarhus;;;;;;
4130;30060;Arkitekt, Aarhus C, Studiestart: sommerstart; 110 ; 5 ; 751 ; 308 ;100 % kvote 2;
4140;;Arkitektskolen Aarhus i alt; 110 ; 5 ; 751 ; 308 ;;
4150;;Designskolen Kolding;;;;;;
4160;32110;Designer, Kolding, Studiestart: sommerstart; 75 ; 11 ; 410 ; 220 ;100 % kvote 2;
4170;;Designskolen Kolding i alt; 75 ; 11 ; 410 ; 220 ;;
4180;;Københavns Professionshøjskole;;;;;;
4190;40010;Professionsbachelor, psykomotorik, Hillerød, Studiestart: sommerstart; 67 ; 20 ; 271 ; 185 ;100 % kvote 2;
4200;40510;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: sommerstart; 81 ; 26 ; 301 ; 149 ;8,1;5,7
4210;40512;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: vinterstart; 51 ; 24 ; 203 ; 56 ;6,9;4,1
4220;40610;Professionsbachelor, bioanalytiker, København N, Studiestart: sommerstart; 83 ; 22 ; 542 ; 170 ;7,7;5,6
4230;40612;Professionsbachelor, bioanalytiker, København N, Studiestart: vinterstart; 80 ; 28 ; 431 ; 72 ;6,6;2,2
4240;42020;Professionsbachelor, ergoterapeut, København N, Studiestart: sommerstart; 72 ; 20 ; 412 ; 142 ;8,0;6,9
4250;42022;Professionsbachelor, ergoterapeut, København N, Studiestart: vinterstart; 72 ; 25 ; 353 ; 72 ;6,8;5,5
4260;45010;Professionsbachelor, ernæring og sundhed, København N, Studiestart: sommerstart; 123 ; 47 ; 517 ; 219 ;8,0;4,5
4270;45015;Professionsbachelor, ernæring og sundhed, København N, Studiestart: vinterstart; 115 ; 11 ; 381 ; 86 ;5,2;Alle optaget, ledige pladser
4280;46020;Professionsbachelor, folkeskolelærer, Frederiksberg, Studiestart: sommerstart; 213 ; -   ; 677 ; 213 ;Alle optaget, ledige pladser;
4290;46036;Professionsbachelor, folkeskolelærer, Rønne, Studiestart: sommerstart; 12 ; -   ; 28 ; 15 ;Alle optaget, ledige pladser;
4300;46210;Professionsbachelor, folkeskolelærer, København V, Studiestart: sommerstart; 403 ; -   ; 1.112 ; 445 ;Alle optaget, ledige pladser;
4310;46215;Professionsbachelor, folkeskolelærer, København V, Studiestart: vinterstart; 53 ; -   ; 404 ; 72 ;Alle optaget, ledige pladser;
4320;46220;Professionsbachelor, folkeskolelærer, København V, E-læring, Studiestart: sommerstart; 41 ; -   ; 165 ; 49 ;Alle optaget, ledige pladser;
4330;47020;Professionsbachelor, fysioterapeut, København N, Studiestart: sommerstart; 109 ; 20 ; 764 ; 345 ;9,2;8,4
4340;47022;Professionsbachelor, fysioterapeut, København N, Studiestart: vinterstart; 110 ; 33 ; 683 ; 153 ;8,3;7,4
4350;47040;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: sommerstart; 40 ; 15 ; 420 ; 79 ;8,1;7,3
4360;47045;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: vinterstart; 40 ; 22 ; 389 ; 36 ;7,6;6,2
4370;50010;Professionsbachelor, jordemoder, København N, Studiestart: sommerstart; 55 ; 8 ; 734 ; 327 ;10,6;10,2
4380;50012;Professionsbachelor, jordemoder, København N, Studiestart: vinterstart; 56 ; 11 ; 737 ; 161 ;10,2;9,9
4390;50810;Professionsbachelor, kristendom, kultur og kommunikation, Frederiksberg, Studiestart: sommerstart; 26 ; -   ; 51 ; 22 ;Alle optaget, ledige pladser;
4400;52450;Professionsbachelor, natur- og kulturformidling, Fredensborg, Studiestart: sommerstart; 35 ; 12 ; 168 ; 89 ;9,1;7,5
4410;52610;Professionsbachelor, offentlig administration, København N, Studiestart: sommerstart; 88 ; 24 ; 408 ; 109 ;6,0;Alle optaget, ledige pladser
4420;52612;Professionsbachelor, offentlig administration, København N, Studiestart: vinterstart; 45 ; -   ; 203 ; 24 ;2,9;Alle optaget, ledige pladser
4430;53050;Professionsbachelor, pædagog, København V, Studiestart: sommerstart; 770 ; 105 ; 1.682 ; 934 ;5,1;Alle optaget, ledige pladser
4440;53055;Professionsbachelor, pædagog, København V, Studiestart: vinterstart; 293 ; -   ; 901 ; 235 ;Alle optaget, ledige pladser;
4450;53100;Professionsbachelor, pædagog, Hillerød, Studiestart: sommerstart; 160 ; 7 ; 469 ; 151 ;3,4;Alle optaget, ledige pladser
4460;53102;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: sommerstart; 40 ; 3 ; 169 ; 75 ;6,2;4,4
4470;53104;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: vinterstart; 25 ; -   ; 88 ; 23 ;Alle optaget, ledige pladser;
4480;53105;Professionsbachelor, pædagog, Hillerød, Studiestart: vinterstart; 29 ; -   ; 269 ; 24 ;Alle optaget, ledige pladser;
4490;53120;Professionsbachelor, pædagog, Rønne, Studiestart: sommerstart; 25 ; -   ; 40 ; 26 ;Alle optaget, ledige pladser;
4500;54020;Professionsbachelor, radiograf, København N, Studiestart: sommerstart; 49 ; 13 ; 411 ; 134 ;8,2;7,4
4510;54022;Professionsbachelor, radiograf, København N, Studiestart: vinterstart; 49 ; 22 ; 350 ; 61 ;7,4;5,9
4520;54710;Professionsbachelor, skat, København N, Studiestart: sommerstart; 53 ; 15 ; 271 ; 69 ;7,6;4,6
4530;55010;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: sommerstart; 210 ; 35 ; 1.182 ; 532 ;8,0;6,9
4540;55012;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: vinterstart; 210 ; 66 ; 962 ; 205 ;6,4;5,0
4550;55017;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: sommerstart; 40 ; 10 ; 471 ; 118 ;7,3;6,2
4560;55019;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: vinterstart; 40 ; 20 ; 403 ; 39 ;5,7;4,4
4570;55020;Professionsbachelor, socialrådgiver, Rønne, Studiestart: sommerstart; 19 ; -   ; 30 ; 18 ;Alle optaget, ledige pladser;
4580;56020;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: sommerstart; 43 ; 9 ; 887 ; 199 ;9,4;8,4
4590;56022;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: vinterstart; 43 ; 12 ; 728 ; 92 ;8,5;7,1
4600;56040;Professionsbachelor, sygeplejerske, København N, Studiestart: sommerstart; 443 ; 62 ; 1.750 ; 699 ;7,6;6,5
4610;56042;Professionsbachelor, sygeplejerske, København N, Studiestart: vinterstart; 483 ; 102 ; 1.591 ; 347 ;5,8;2,0
4620;56080;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: sommerstart; 160 ; 28 ; 675 ; 194 ;5,7;4,3
4630;56085;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: vinterstart; 144 ; 12 ; 639 ; 105 ;3,7;2,5
4640;56100;Professionsbachelor, sygeplejerske, Rønne, Studiestart: sommerstart; 17 ; -   ; 38 ; 15 ;Alle optaget, ledige pladser;
4650;56105;Professionsbachelor, sygeplejerske, Rønne, Studiestart: vinterstart; 6 ; -   ; 32 ; 9 ;Alle optaget, ledige pladser;
4660;57030;Professionsbachelor, dansk tegnsprog og tolkning, København V, Studiestart: sommerstart; 8 ; -   ; 44 ; 12 ;100 % kvote 2;
4670;57320;Professionsbachelor, tekstildesign, -håndværk og formidling, København V, Studiestart: sommerstart; 52 ; 7 ; 123 ; 70 ;100 % kvote 2;
4680;70010;Administrationsøkonom, København N, Studiestart: sommerstart; 78 ; 7 ; 343 ; 75 ;4,1;Alle optaget, ledige pladser
4690;78010;Laborant, København N, Studiestart: sommerstart; 108 ; 14 ; 453 ; 180 ;6,2;2,6
4700;78012;Laborant, København N, Studiestart: vinterstart; 70 ; -   ; 228 ; 39 ;Alle optaget, ledige pladser;
4710;;Københavns Professionshøjskole i alt; 5.737 ; 917 ; 25.583 ; 7.970 ;;
4720;;Professionshøjskolen Absalon;;;;;;
4730;40630;Professionsbachelor, bioanalytiker, Kalundborg, Studiestart: sommerstart; 21 ; 3 ; 105 ; 29 ;5,2;3,9
4740;40640;Professionsbachelor, bioanalytiker, Næstved, Studiestart: sommerstart; 57 ; 9 ; 207 ; 61 ;5,9;4,0
4750;42040;Professionsbachelor, ergoterapeut, Næstved, Studiestart: sommerstart; 76 ; 12 ; 209 ; 67 ;4,8;2,7
4760;44250;Professionsbachelor, Leisure Management, Roskilde, Studiestart: sommerstart; 170 ; 15 ; 319 ; 178 ;5,8;2,4
4770;45110;Professionsbachelor, ernæring og sundhed, Sorø, Studiestart: sommerstart; 95 ; -   ; 202 ; 92 ;Alle optaget;
4780;46045;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: sommerstart; 151 ; -   ; 441 ; 151 ;Alle optaget, ledige pladser;
4790;46046;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: vinterstart; 21 ; -   ; 179 ; 21 ;Alle optaget, ledige pladser;
4800;46047;Professionsbachelor, folkeskolelærer, Roskilde, E-læring, Studiestart: sommerstart; 55 ; -   ; 147 ; 63 ;Alle optaget, ledige pladser;
4810;46070;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: sommerstart; 104 ; -   ; 219 ; 124 ;Alle optaget, ledige pladser;
4820;46072;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: vinterstart; 7 ; -   ; 62 ; 12 ;Alle optaget, ledige pladser;
4830;47050;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: sommerstart; 48 ; 7 ; 492 ; 111 ;8,4;7,3
4840;47052;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: vinterstart; 46 ; 10 ; 398 ; 45 ;7,7;6,8
4850;47060;Professionsbachelor, fysioterapeut, Næstved, Studiestart: sommerstart; 53 ; 7 ; 251 ; 50 ;7,8;5,6
4860;47062;Professionsbachelor, fysioterapeut, Næstved, Studiestart: vinterstart; 33 ; 9 ; 193 ; 18 ;7,1;2,1
4870;48500;Diplomingeniør, bioteknologi, Kalundborg, Studiestart: sommerstart; 24 ; -   ; 59 ; 24 ;Alle optaget, ledige pladser;
4880;48505;Bachelor of Engineering in Biotechnology, Kalundborg, Study start: Summer start; 32 ; -   ; 117 ; 49 ;Alle optaget, ledige pladser;
4890;48520;Diplomingeniør, maskinteknologi, Kalundborg, Studiestart: sommerstart; 12 ; -   ; 27 ; 11 ;Alle optaget, ledige pladser;
4900;52660;Professionsbachelor, offentlig administration, Næstved, Studiestart: sommerstart; 62 ; -   ; 164 ; 55 ;Alle optaget, ledige pladser;
4910;53130;Professionsbachelor, pædagog, Roskilde, Studiestart: sommerstart; 169 ; 10 ; 760 ; 284 ;5,5;4,9
4920;53132;Professionsbachelor, pædagog, Roskilde, Studiestart: vinterstart; 84 ; -   ; 408 ; 48 ;Alle optaget, ledige pladser;
4930;53135;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: sommerstart; 52 ; 5 ; 185 ; 60 ;4,4;2,7
4940;53137;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: vinterstart; 25 ; -   ; 119 ; 25 ;Alle optaget, ledige pladser;
4950;53140;Professionsbachelor, pædagog, Slagelse, Studiestart: sommerstart; 123 ; 10 ; 354 ; 180 ;4,8;2,8
4960;53142;Professionsbachelor, pædagog, Slagelse, Studiestart: vinterstart; 61 ; -   ; 233 ; 42 ;Alle optaget, ledige pladser;
4970;53160;Professionsbachelor, pædagog, Nykøbing F, Studiestart: sommerstart; 84 ; 3 ; 177 ; 92 ;3,4;Alle optaget
4980;53162;Professionsbachelor, pædagog, Nykøbing F, Studiestart: vinterstart; 10 ; -   ; 72 ; 6 ;Alle optaget, ledige pladser;
4990;53165;Professionsbachelor, pædagog, Vordingborg, Studiestart: sommerstart; 84 ; 5 ; 196 ; 98 ;4,4;Alle optaget
5000;53167;Professionsbachelor, pædagog, Vordingborg, Studiestart: vinterstart; 18 ; -   ; 87 ; 14 ;Alle optaget, ledige pladser;
5010;55030;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: sommerstart; 86 ; 6 ; 691 ; 180 ;6,6;6,5
5020;55032;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: vinterstart; 87 ; 13 ; 565 ; 93 ;5,5;4,8
5030;55040;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: sommerstart; 47 ; 5 ; 360 ; 105 ;6,4;6,0
5040;55042;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: vinterstart; 47 ; 8 ; 325 ; 44 ;4,8;4,1
5050;55050;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: sommerstart; 51 ; 6 ; 156 ; 62 ;5,2;3,4
5060;55052;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: vinterstart; 34 ; -   ; 121 ; 16 ;Alle optaget, ledige pladser;
5070;55055;Professionsbachelor, socialrådgiver, Nykøbing F, E-læring, Studiestart: sommerstart; 47 ; 10 ; 178 ; 80 ;5,5;2,5
5080;56120;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: sommerstart; 109 ; 8 ; 714 ; 180 ;6,6;5,7
5090;56122;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: vinterstart; 110 ; 13 ; 649 ; 76 ;5,0;2,6
5100;56140;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: sommerstart; 78 ; 8 ; 359 ; 94 ;5,6;4,7
5110;56142;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: vinterstart; 72 ; -   ; 294 ; 33 ;Alle optaget, ledige pladser;
5120;56145;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: sommerstart; 46 ; 9 ; 234 ; 92 ;5,2;3,1
5130;56147;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: vinterstart; 30 ; 2 ; 158 ; 27 ;2,7;2,4
5140;56150;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: sommerstart; 38 ; 6 ; 194 ; 57 ;6,4;6,3
5150;56152;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: vinterstart; 34 ; 8 ; 209 ; 29 ;4,2;Alle optaget, ledige pladser
5160;56160;Professionsbachelor, sygeplejerske, Næstved, Studiestart: sommerstart; 38 ; 4 ; 230 ; 67 ;7,3;6,4
5170;56162;Professionsbachelor, sygeplejerske, Næstved, Studiestart: vinterstart; 43 ; 3 ; 194 ; 36 ;4,5;Alle optaget, ledige pladser
5180;56180;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: sommerstart; 44 ; 3 ; 112 ; 50 ;5,7;Alle optaget
5190;56182;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: vinterstart; 18 ; -   ; 82 ; 16 ;Alle optaget, ledige pladser;
5200;;Professionshøjskolen Absalon i alt; 2.836 ; 217 ; 12.207 ; 3.347 ;;
5210;;Professionshøjskolen UC Syddanmark;;;;;;
5220;40660;Professionsbachelor, bioanalytiker, Esbjerg Ø, Studiestart: sommerstart; 46 ; 14 ; 176 ; 62 ;6,5;3,1
5230;42080;Professionsbachelor, ergoterapeut, Esbjerg Ø, Studiestart: sommer- og vinterstart; 56 ; -   ; 139 ; 46 ;Alle optaget, ledige pladser;
5240;45160;Professionsbachelor, ernæring og sundhed, Haderslev, Studiestart: sommerstart; 46 ; 12 ; 145 ; 56 ;6,6;Alle optaget, ledige pladser
5250;46100;Professionsbachelor, folkeskolelærer, Haderslev, Studiestart: sommer- og vinterstart; 142 ; -   ; 269 ; 182 ;Alle optaget, ledige pladser;
5260;46102;Professionsbachelor, folkeskolelærer, Haderslev, E-læring, Studiestart: sommer- og vinterstart; 55 ; -   ; 146 ; 76 ;Alle optaget, ledige pladser;
5270;46110;Professionsbachelor, folkeskolelærer, Esbjerg Ø, Studiestart: sommer- og vinterstart; 66 ; -   ; 180 ; 85 ;Alle optaget, ledige pladser;
5280;47100;Professionsbachelor, fysioterapeut, Esbjerg Ø, Studiestart: sommer- og vinterstart; 96 ; -   ; 304 ; 72 ;Alle optaget, ledige pladser;
5290;47110;Professionsbachelor, fysioterapeut, Haderslev, Studiestart: sommerstart; 39 ; 10 ; 191 ; 53 ;7,1;4,3
5300;47560;Professionsbachelor, grafisk kommunikation, Haderslev, Studiestart: sommerstart; 42 ; -   ; 117 ; 51 ;100 % kvote 2;
5310;50015;Professionsbachelor, jordemoder, Esbjerg Ø, Studiestart: sommer- og vinterstart; 68 ; 12 ; 507 ; 161 ;9,6;9,4
5320;51510;Professionsbachelor, medie- og sonokommunikation, Haderslev, Studiestart: sommerstart; 40 ; 4 ; 144 ; 118 ;100 % kvote 2;
5330;52627;Professionsbachelor, offentlig administration, Haderslev, Studiestart: sommerstart; 17 ; -   ; 47 ; 16 ;Alle optaget, ledige pladser;
5340;52630;Professionsbachelor, offentlig administration, Esbjerg Ø, Studiestart: sommerstart; 21 ; -   ; 54 ; 24 ;Alle optaget, ledige pladser;
5350;53190;Professionsbachelor, pædagog, Kolding, Studiestart: sommer- og vinterstart; 168 ; 4 ; 398 ; 179 ;4,0;Alle optaget, ledige pladser
5360;53200;Professionsbachelor, pædagog, Aabenraa, E-læring, Studiestart: sommer- og vinterstart; 49 ; 6 ; 141 ; 83 ;5,6;2,1
5370;53210;Professionsbachelor, pædagog, Aabenraa, Studiestart: sommer- og vinterstart; 186 ; 1 ; 289 ; 191 ;2,4;Alle optaget, ledige pladser
5380;53220;Professionsbachelor, pædagog, Esbjerg Ø, Studiestart: sommer- og vinterstart; 177 ; -   ; 332 ; 181 ;Alle optaget, ledige pladser;
5390;54790;Professionsbachelor, skat, Haderslev, Studiestart: sommerstart; 14 ; -   ; 38 ; 15 ;Alle optaget, ledige pladser;
5400;55210;Professionsbachelor, socialrådgiver, Esbjerg Ø, Studiestart: sommer- og vinterstart; 148 ; -   ; 330 ; 134 ;Alle optaget, ledige pladser;
5410;55220;Professionsbachelor, socialrådgiver, Aabenraa, Studiestart: sommer- og vinterstart; 104 ; 2 ; 201 ; 111 ;4,3;Alle optaget, ledige pladser
5420;56230;Professionsbachelor, sygeplejerske, Aabenraa, Studiestart: sommer- og vinterstart; 108 ; 5 ; 237 ; 119 ;4,3;Alle optaget, ledige pladser
5430;56237;Professionsbachelor, sygeplejerske, Aabenraa, E-læring, Studiestart: vinterstart; 37 ; -   ; 101 ; 33 ;2,0;Alle optaget, ledige pladser
5440;56260;Professionsbachelor, sygeplejerske, Esbjerg Ø, Studiestart: sommer- og vinterstart; 142 ; 22 ; 373 ; 140 ;6,0;Alle optaget, ledige pladser
5450;78270;Laborant, Esbjerg Ø, Studiestart: sommer- og vinterstart; 30 ; -   ; 83 ; 29 ;Alle optaget, ledige pladser;
5460;;Professionshøjskolen UC Syddanmark i alt; 1.897 ; 92 ; 4.942 ; 2.217 ;;
5470;;UCL Erhvervsakademi og Professionshøjskole;;;;;;
5480;40650;Professionsbachelor, bioanalytiker, Odense M, Studiestart: sommer- og vinterstart; 51 ; 8 ; 305 ; 101 ;7,9;7,4
5490;41110;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Odense C, Studiestart: sommerstart; 136 ; -   ; 313 ; 139 ;Alle optaget, ledige pladser;
5500;41120;Bachelor of Architectural Technology and Construction Management, Odense C, Study start: Summer start; 41 ; -   ; 115 ; 37 ;Alle optaget, ledige pladser;
5510;42060;Professionsbachelor, ergoterapeut, Odense M, Studiestart: sommer- og vinterstart; 89 ; 10 ; 311 ; 114 ;6,6;4,9
5520;45830;Professionsbachelor, finans, Odense C, Studiestart: sommerstart; 115 ; -   ; 327 ; 96 ;Alle optaget, ledige pladser;
5530;46080;Professionsbachelor, folkeskolelærer, Odense M, Studiestart: sommer- og vinterstart; 244 ; -   ; 560 ; 269 ;Alle optaget, ledige pladser;
5540;46082;Professionsbachelor, folkeskolelærer, Odense M, E-læring, Studiestart: sommerstart; 29 ; -   ; 108 ; 38 ;Alle optaget, ledige pladser;
5550;46120;Professionsbachelor, folkeskolelærer, Jelling, Studiestart: sommer- og vinterstart; 71 ; -   ; 190 ; 93 ;Alle optaget, ledige pladser;
5560;47080;Professionsbachelor, fysioterapeut, Odense M, Studiestart: sommer- og vinterstart; 145 ; 13 ; 604 ; 209 ;8,0;7,0
5570;52620;Professionsbachelor, offentlig administration, Odense C, Studiestart: sommer- og vinterstart; 82 ; -   ; 214 ; 76 ;Alle optaget;
5580;53170;Professionsbachelor, pædagog, Odense M, Studiestart: sommer- og vinterstart; 388 ; 32 ; 885 ; 551 ;5,4;4,3
5590;53185;Professionsbachelor, pædagog, Svendborg, Studiestart: vinterstart; 74 ; 12 ; 277 ; 80 ;4,2;2,9
5600;53230;Professionsbachelor, pædagog, Jelling, Studiestart: sommer- og vinterstart; 98 ; -   ; 251 ; 95 ;Alle optaget;
5610;54040;Professionsbachelor, radiograf, Odense M, Studiestart: sommer- og vinterstart; 82 ; 10 ; 330 ; 120 ;7,2;6,3
5620;55110;Professionsbachelor, socialrådgiver, Odense M, Studiestart: sommer- og vinterstart; 230 ; 20 ; 637 ; 225 ;5,3;2,0
5630;55120;Professionsbachelor, socialrådgiver, Odense M, E-læring, Studiestart: sommer- og vinterstart; 105 ; 8 ; 323 ; 117 ;4,7;2,2
5640;55140;Professionsbachelor, socialrådgiver, Vejle, Studiestart: sommer- og vinterstart; 94 ; 10 ; 404 ; 146 ;6,3;5,7
5650;56200;Professionsbachelor, sygeplejerske, Odense M, Studiestart: sommer- og vinterstart; 289 ; 20 ; 908 ; 362 ;7,1;6,4
5660;56220;Professionsbachelor, sygeplejerske, Svendborg, Studiestart: sommer- og vinterstart; 102 ; 10 ; 350 ; 93 ;4,7;4,1
5670;56280;Professionsbachelor, sygeplejerske, Vejle, Studiestart: sommer- og vinterstart; 255 ; 17 ; 726 ; 240 ;5,4;2,6
5680;58030;Professionsbachelor, økonomi og It, Odense C, Studiestart: sommerstart; 36 ; -   ; 104 ; 32 ;Alle optaget, ledige pladser;
5690;70330;Automationsteknolog, Odense C, Studiestart: sommerstart; 30 ; -   ; 70 ; 33 ;Alle optaget, ledige pladser;
5700;70340;Automationsteknolog, Fredericia, Studiestart: sommerstart; 11 ; -   ; 27 ; 15 ;Alle optaget, ledige pladser;
5710;70430;Autoteknolog, Odense C, Studiestart: sommerstart; 15 ; -   ; 29 ; 19 ;Alle optaget, ledige pladser;
5720;71410;Datamatiker, Odense C, Studiestart: sommerstart; 114 ; 4 ; 266 ; 118 ;3,8;2,1
5730;71560;Datamatiker, Vejle, Studiestart: sommerstart; 37 ; 3 ; 125 ; 45 ;4,6;Alle optaget, ledige pladser
5740;72110;Byggekoordinator, Odense C, Studiestart: sommerstart; 30 ; -   ; 64 ; 29 ;Alle optaget;Ledige pladser
5750;73330;Energiteknolog, Odense C, Studiestart: sommerstart; 16 ; -   ; 33 ; 17 ;Alle optaget, ledige pladser;
5760;74060;Finansøkonom, Odense C, Studiestart: sommerstart; 165 ; 5 ; 501 ; 171 ;4,1;3,3
5770;74430;Financial controller, Odense C, Studiestart: sommerstart; 42 ; 5 ; 168 ; 64 ;6,3;3,9
5780;74625;Handelsøkonom, Odense C, Studiestart: sommerstart; 42 ; 4 ; 183 ; 63 ;5,6;4,5
5790;74630;Handelsøkonom, Vejle, Studiestart: sommerstart; 44 ; -   ; 110 ; 43 ;Alle optaget, ledige pladser;
5800;75210;Installatør, stærkstrøm, Odense C, Studiestart: sommerstart; 6 ; -   ; 8 ; 6 ;Alle optaget, ledige pladser;
5810;75215;Installatør, VVS, Odense C, Studiestart: sommerstart; 9 ; -   ; 10 ; 9 ;Alle optaget, ledige pladser;
5820;75260;Installatør, stærkstrøm, Vejle, Studiestart: sommerstart; 8 ; -   ; 11 ; 10 ;Alle optaget, ledige pladser;
5830;76065;AP Graduate in IT Technology, Odense C, Study start: Summer start; 38 ; 2 ; 183 ; 58 ;4,5;4,3
5840;76200;It-teknolog, Odense C, Studiestart: sommerstart; 42 ; 6 ; 152 ; 59 ;4,8;3,0
5850;77060;Jordbrugsteknolog, Odense C, Studiestart: sommerstart; 43 ; 3 ; 84 ; 49 ;4,7;Alle optaget, ledige pladser
5860;78210;Laborant, Odense M, Studiestart: sommerstart; 36 ; 3 ; 143 ; 40 ;4,5;Alle optaget, ledige pladser
5870;79210;Markedsføringsøkonom, Odense C, Studiestart: sommerstart; 138 ; -   ; 320 ; 122 ;Alle optaget;Ledige pladser
5880;79215;AP Graduate in Marketing Management, Odense C, Study start: Summer start; 31 ; 2 ; 255 ; 68 ;4,8;3,9
5890;81310;Multimediedesigner, Odense C, Studiestart: sommerstart; 108 ; -   ; 256 ; 96 ;2,8;Alle optaget, ledige pladser
5900;83110;Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Odense C, Studiestart: sommerstart; 30 ; 1 ; 60 ; 36 ;5,6;Alle optaget, ledige pladser
5910;83160;Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Vejle, Studiestart: sommerstart; 29 ; -   ; 51 ; 32 ;Alle optaget;Ledige pladser
5920;84110;Produktionsteknolog, Odense C, Studiestart: sommerstart; 25 ; -   ; 56 ; 26 ;Alle optaget, ledige pladser;
5930;86110;Serviceøkonom, Odense C, Studiestart: sommerstart; 78 ; -   ; 171 ; 67 ;Alle optaget, ledige pladser;
5940;86115;AP Graduate in Service, Hospitality and Tourism Management, Odense C, Study start: Summer start; 30 ; 2 ; 209 ; 76 ;6,1;5,6
5950;86130;Serviceøkonom, Vejle, Studiestart: sommerstart; 27 ; -   ; 80 ; 31 ;Alle optaget, ledige pladser;
5960;86135;AP Graduate in Service, Hospitality and Tourism Management, Vejle, Study start: Summer start; 38 ; -   ; 108 ; 24 ;2,3;Alle optaget
5970;87060;Logistikøkonom , Vejle, Studiestart: sommerstart; 40 ; -   ; 85 ; 37 ;Alle optaget, ledige pladser;
5980;87065;AP Graduate in Logistic Management, Vejle, Study start: Summer start; 27 ; -   ; 93 ; 36 ;Alle optaget, ledige pladser;
5990;;UCL Erhvervsakademi og Professionshøjskole i alt; 4.085 ; 210 ; 12.153 ; 4.732 ;;
6000;;Professionshøjskolen VIA University College;;;;;;
6010;40060;Professionsbachelor, psykomotorik, Randers C, Studiestart: sommer- og vinterstart; 53 ; 8 ; 157 ; 97 ;100 % kvote 2;
6020;40310;Bandagist/ortopædiingeniør, Aarhus N, Studiestart: vinterstart; 10 ; 3 ; 28 ; 17 ;9,1;Alle optaget, ledige pladser
6030;40670;Professionsbachelor, bioanalytiker, Aarhus N, Studiestart: sommer- og vinterstart; 149 ; 38 ; 524 ; 238 ;7,3;5,4
6040;41160;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Horsens, Studiestart: sommer- og vinterstart; 63 ; -   ; 198 ; 81 ;Alle optaget, ledige pladser;
6050;41165;Bachelor of Architectural Technology and Construction Management, Horsens, Study start: Summer start and winter start; 55 ; -   ; 191 ; 70 ;Alle optaget, ledige pladser;
6060;41170;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aarhus C, Studiestart: sommer- og vinterstart; 211 ; 8 ; 442 ; 217 ;5,2;Alle optaget, ledige pladser
